"Survey Year","Trip identifier","Set number","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Catch weight (kg)","Catch count (pieces)"
2010,"69890","38","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",".48",
2010,"69890","38","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","12.34",
2010,"69890","38","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","25.62",
2010,"69890","38","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799",".84","2"
2010,"69890","38","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","103.86",
2010,"69890","38","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406",".62","6"
2010,"69890","38","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","19.54","13"
2010,"69890","38","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","1.50","6"
2010,"69890","38","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","9.34","12"
2010,"69890","38","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","2.50",
2010,"69890","39","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","6.04","6"
2010,"69890","39","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","1.64",
2010,"69890","39","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","134.65",
2010,"69890","39","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220","1.44",
2010,"69890","39","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","1.76","2"
2010,"69890","39","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","3.66",
2010,"69890","39","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","2.02","5"
2010,"69890","39","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","98.64",
2010,"69890","39","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406",".52","5"
2010,"69890","39","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","10.06","10"
2010,"69890","39","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2.92","13"
2010,"69890","39","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".20","1"
2010,"69890","39","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","7.82","18"
2010,"69890","39","96977","SDD","PANDALUS TRIDENS","YELLOWLEG SHRIMP","CREVETTE TRIDENTÉE","urn:lsid:marinespecies.org:taxname:423633",,
2010,"69890","39","96979","SDF","PANDALUS PLATYCEROS","PRAWN","CREVETTE TACHETÉE","urn:lsid:marinespecies.org:taxname:423632",".24","4"
2010,"69890","40","160937","058","BATHYRAJA INTERRUPTA","SANDPAPER SKATE","RAIE RUGUEUSE","urn:lsid:marinespecies.org:taxname:271515","1.38",
2010,"69890","40","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406",".96","2"
2010,"69890","40","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","24.18",
2010,"69890","40","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","1.30","2"
2010,"69890","40","46861","2A0","PORIFERA","SPONGES","ÉPONGES","urn:lsid:marinespecies.org:taxname:558",,
2010,"69890","40","171576","331","BRYOZOICHTHYS MARJORIUS","PEARLY PRICKLEBACK","STICHÉE PERLÉE","urn:lsid:marinespecies.org:taxname:254575",,"1"
2010,"69890","40","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","1.50",
2010,"69890","40","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","378.56",
2010,"69890","40","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",".42",
2010,"69890","40","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","2.00","3"
2010,"69890","40","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","5.64",
2010,"69890","40","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","93.40",
2010,"69890","40","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","17.40",
2010,"69890","40","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406",".78","9"
2010,"69890","40","167450","556","BATHYAGONUS PENTACANTHUS","BIGEYE POACHER","ASTÉROTHÈQUE À CINQ ÉPINES","urn:lsid:marinespecies.org:taxname:254506",".08","3"
2010,"69890","40","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","3.50","4"
2010,"69890","40","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","5.86",
2010,"69890","40","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".20","3"
2010,"69890","40","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","13.16",
2010,"69890","40","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096",,
2010,"69890","40","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","2.46",
2010,"69890","40","96977","SDD","PANDALUS TRIDENS","YELLOWLEG SHRIMP","CREVETTE TRIDENTÉE","urn:lsid:marinespecies.org:taxname:423633",,
2010,"69890","40","96979","SDF","PANDALUS PLATYCEROS","PRAWN","CREVETTE TACHETÉE","urn:lsid:marinespecies.org:taxname:423632",".32","4"
2010,"69890","41","160937","058","BATHYRAJA INTERRUPTA","SANDPAPER SKATE","RAIE RUGUEUSE","urn:lsid:marinespecies.org:taxname:271515","1.00",
2010,"69890","41","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","9.61",
2010,"69890","41","64360","0AE","APHRODITA","SEA MOUSE",,"urn:lsid:marinespecies.org:taxname:129194",,"1"
2010,"69890","41","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","14.45",
2010,"69890","41","73975","28F","NEPTUNEA","NEPTUNEA",,"urn:lsid:marinespecies.org:taxname:137710",,
2010,"69890","41","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","5.03",
2010,"69890","41","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",".48",
2010,"69890","41","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","41.00",
2010,"69890","41","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","34.64",
2010,"69890","41","157386","5GB","AMPHIOPHIURA","AMPHIOPHIURA",,"urn:lsid:marinespecies.org:taxname:123554",,"1"
2010,"69890","41","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","10.69",
2010,"69890","41","643967","608","ELASSODISCUS CAUDATUS","HUMPBACK SNAILFISH",,"urn:lsid:marinespecies.org:taxname:280629",,
2010,"69890","41","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","3.78",
2010,"69890","41","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","16.01",
2010,"69890","41","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","19.78",
2010,"69890","42","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","1.12","1"
2010,"69890","42","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","4.34","5"
2010,"69890","42","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","1.54",
2010,"69890","42","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220","1.18",
2010,"69890","42","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","34.86",
2010,"69890","42","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","33.48",
2010,"69890","42","167450","556","BATHYAGONUS PENTACANTHUS","BIGEYE POACHER","ASTÉROTHÈQUE À CINQ ÉPINES","urn:lsid:marinespecies.org:taxname:254506",,
2010,"69890","42","157387","5GD","AMPHIOPHIURA PONDEROSA","AMPHIOPHIURA PONDEROSA",,"urn:lsid:marinespecies.org:taxname:245742",,
2010,"69890","42","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","18.84",
2010,"69890","42","643967","608","ELASSODISCUS CAUDATUS","HUMPBACK SNAILFISH",,"urn:lsid:marinespecies.org:taxname:280629",,
2010,"69890","42","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287",".82","2"
2010,"69890","42","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","34.56",
2010,"69890","42","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096",,
2010,"69890","42","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","12.84",
2010,"69890","42","96977","SDD","PANDALUS TRIDENS","YELLOWLEG SHRIMP","CREVETTE TRIDENTÉE","urn:lsid:marinespecies.org:taxname:423633",,
2010,"69890","42","96802","SQC","EUALUS BARBATUS","BARBED EUALID","CREVETTE À ROSTRE ACÉRÉ","urn:lsid:marinespecies.org:taxname:515222",,
2010,"69890","42","96804","SQH","EUALUS MACROPTHALMUS","LARGE EYED EUALID","CREVETTE À GROS YEUX","urn:lsid:marinespecies.org:taxname:515232",,
2010,"69890","42","96163","TAC","PASIPHAEA PACIFICA","GLASS SHRIMP","CREVETTE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:514245",,
2010,"69890","43","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","1.50",
2010,"69890","43","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","4.78",
2010,"69890","43","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","1.24","1"
2010,"69890","43","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","15.18",
2010,"69890","43","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","10.46",
2010,"69890","43","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","6.34",
2010,"69890","43","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220","1.66",
2010,"69890","43","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","2.58","3"
2010,"69890","43","166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785","2.56","1"
2010,"69890","43","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","1.76","1"
2010,"69890","43","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","20.44",
2010,"69890","43","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406",,"1"
2010,"69890","43","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","31.40",
2010,"69890","43","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","34.66",
2010,"69890","43","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","32.40",
2010,"69890","43","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","1.40",
2010,"69890","43","82438","96C","MOROTEUTHIS ROBUSTA","ROBUST CLUBHOOK SQUID",,"urn:lsid:marinespecies.org:taxname:342257","29.02","1"
2010,"69890","43","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",".22",
2010,"69890","44","64357","0AA","ANNELIDA","SEGMENTED WORMS","ANNÉLIDES","urn:lsid:marinespecies.org:taxname:882",,
2010,"69890","44","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","1.20","1"
2010,"69890","44","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","1.14","1"
2010,"69890","44","46861","2A0","PORIFERA","SPONGES","ÉPONGES","urn:lsid:marinespecies.org:taxname:558",,
2010,"69890","44","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","9.84",
2010,"69890","44","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","96.55",
2010,"69890","44","52305","3T0","PRIMNOA","PRIMNOA",,"urn:lsid:marinespecies.org:taxname:125321","15.84",
2010,"69890","44","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","2.14",
2010,"69890","44","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","8.16",
2010,"69890","44","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","2.40","1"
2010,"69890","44","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","62.70",
2010,"69890","44","157113","4UH","PTERASTER TESSELATUS","CUSHION STAR",,"urn:lsid:marinespecies.org:taxname:369053",,"1"
2010,"69890","44","78156","51A","NUDIBRANCHIA","SEASLUGS","NUDIBRANCHES","urn:lsid:marinespecies.org:taxname:1762",,"1"
2010,"69890","44","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406","1.76","21"
2010,"69890","44","157540","5CC","OPHIACANTHA","OPHIACANTHA",,"urn:lsid:marinespecies.org:taxname:123587",,
2010,"69890","44","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","7.64","5"
2010,"69890","44","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","5.04",
2010,"69890","44","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".44","2"
2010,"69890","44","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","4.78","11"
2010,"69890","44","96977","SDD","PANDALUS TRIDENS","YELLOWLEG SHRIMP","CREVETTE TRIDENTÉE","urn:lsid:marinespecies.org:taxname:423633",,
2010,"69890","44","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",".36",
2010,"69890","45","160935","052","BATHYRAJA ALEUTICA","ALEUTIAN SKATE","RAIE ALÉUTIENNE","urn:lsid:marinespecies.org:taxname:271506","12.30",
2010,"69890","45","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","22.90",
2010,"69890","45","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","2.92","3"
2010,"69890","45","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","4.74","4"
2010,"69890","45","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".12","1"
2010,"69890","45","46861","2A0","PORIFERA","SPONGES","ÉPONGES","urn:lsid:marinespecies.org:taxname:558",".16",
2010,"69890","45","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","1.50",
2010,"69890","45","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","32.16",
2010,"69890","45","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",".26",
2010,"69890","45","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","8.60",
2010,"69890","45","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","1.78","1"
2010,"69890","45","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869",".20","1"
2010,"69890","45","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","4.94",
2010,"69890","45","51612","4Y6","PERIPHYLLA PERIPHYLLA","PERIPHYLLA PERIPHYLLA",,"urn:lsid:marinespecies.org:taxname:135294",,
2010,"69890","45","167450","556","BATHYAGONUS PENTACANTHUS","BIGEYE POACHER","ASTÉROTHÈQUE À CINQ ÉPINES","urn:lsid:marinespecies.org:taxname:254506",,"1"
2010,"69890","45","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","38.30",
2010,"69890","45","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","17.64",
2010,"69890","45","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294",".86","1"
2010,"69890","45","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","1.80","2"
2010,"69890","45","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096",".14",
2010,"69890","45","96970","SDB","PANDALUS JORDANI","PINK SHRIMP (SMOOTH)","CREVETTE OCÉANIQUE","urn:lsid:marinespecies.org:taxname:515469",,
2010,"69890","45","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",,
2010,"69890","46","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","1.29",
2010,"69890","46","162664","198","STENOBRACHIUS LEUCOPSARUS","NORTHERN LAMPFISH","LANTERNE DU NORD","urn:lsid:marinespecies.org:taxname:254363",,
2010,"69890","46","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","13.76",
2010,"69890","46","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735",".83","1"
2010,"69890","46","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","2.38",
2010,"69890","46","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","189.12",
2010,"69890","46","52305","3T0","PRIMNOA","PRIMNOA",,"urn:lsid:marinespecies.org:taxname:125321","16.42",
2010,"69890","46","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","1.13","4"
2010,"69890","46","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","13.79","7"
2010,"69890","46","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","1.57","5"
2010,"69890","46","166742","446","SEBASTES VARIEGATUS","HARLEQUIN ROCKFISH","SÉBASTE ARLEQUIN","urn:lsid:marinespecies.org:taxname:274863",".12",
2010,"69890","46","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","36.44",
2010,"69890","46","167305","520","MALACOCOTTUS ZONURUS","DARKFIN SCULPIN","CHABOT À QUEUE BARRÉE","urn:lsid:marinespecies.org:taxname:254406",".24","4"
2010,"69890","46","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","20.51",
2010,"69890","46","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","26.95",
2010,"69890","46","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","3.12",
2010,"69890","46","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".04","1"
2010,"69890","46","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","6.44",
2010,"69890","46","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","1.19","2"
2010,"69890","46","96970","SDB","PANDALUS JORDANI","PINK SHRIMP (SMOOTH)","CREVETTE OCÉANIQUE","urn:lsid:marinespecies.org:taxname:515469",,
2010,"69890","46","96979","SDF","PANDALUS PLATYCEROS","PRAWN","CREVETTE TACHETÉE","urn:lsid:marinespecies.org:taxname:423632",".50",
